Date,Original Date,Account Type,Account Name,Account Number,Institution Name,Name,Amount,Description,Category,Note
2022-02-10,2022-02-10,Cash,RIVER CHECKING,4821,Northline Bank,Ivory Deli Collective,0.98,IVORY DELI COLLECTIVE Dover City TX                    02/10,Education,
2022-02-10,2022-02-10,Cash,RIVER CHECKING,4821,Northline Bank,GoLoop,13.73,GOLOOP TRIP HELP.goloop.com CA                 02/10,Auto & Transport,
2022-02-10,2022-02-10,Cash,RIVER CHECKING,4821,Northline Bank,PeerPay,3.37,PEERPAY PAYMENT    9073755065516   WEB ID: 8806483628,Uncategorized,
2022-02-11,2022-02-11,Cash,RIVER CHECKING,4821,Northline Bank,Online Transfer from SAV ...2811 transaction#: 29742697373,209.11,ONLINE TRANSFER FROM SAV ...2811 TRANSACTION#: 29742697373 Ivy Crossing WA        02/11,Internal Transfers,
2022-02-13,2022-02-13,Credit Card,SKY BLUE CARD,1148,Crescent Financial,Meadow Depot Works,75.84,MEADOW DEPOT WORKS Ridge Ridge UT                    02/13,Shopping,
2022-02-13,2022-02-13,Credit Card,SKY BLUE CARD,1148,Crescent Financial,Haze Studio Travel,46.62,HAZE STUDIO TRAVEL Dover Point MA        02/13,Travel & Vacation,
2022-02-13,2022-02-13,Credit Card,SKY BLUE CARD,1148,Crescent Financial,Haze Studio Travel,320.91,HAZE STUDIO TRAVEL Valley Terrace PA        02/13,Travel & Vacation,
2022-02-14,2022-02-14,Cash,RIVER CHECKING,4821,Northline Bank,Indigo House House,36.5,INDIGO HOUSE HOUSE Arbor City DE        02/14,Dining & Drinks,
2022-02-14,2022-02-14,Cash,RIVER CHECKING,4821,Northline Bank,Ridge Mart Foods,25.29,RIDGE MART FOODS Meadow Point PA                    02/14,Groceries,
2022-02-14,2022-02-14,Cash,RIVER CHECKING,4821,Northline Bank,Frost Books Market,69.05,FROST BOOKS MARKET Valley Landing DE                    02/14,Groceries,
2022-02-14,2022-02-14,Cash,RIVER CHECKING,4821,Northline Bank,Echo Canvas Group,0.73,ECHO CANVAS GROUP Harbor Ridge FL                    02/14,Education,
2022-02-14,2022-02-14,Cash,RIVER CHECKING,4821,Northline Bank,Echo Canvas Group,0.74,ECHO CANVAS GROUP Westport Springs TX                    02/14,Education,
2022-02-14,2022-02-14,Cash,RIVER CHECKING,4821,Northline Bank,Echo Canvas Group,0.74,ECHO CANVAS GROUP Juniper Bay MA                    02/14,Education,
2022-02-14,2022-02-14,Cash,RIVER CHECKING,4821,Northline Bank,Echo Canvas Group,1.04,ECHO CANVAS GROUP Ridge Junction TX                    02/14,Education,
2022-02-14,2022-02-14,Cash,RIVER CHECKING,4821,Northline Bank,Echo Canvas Group,1,ECHO CANVAS GROUP Meadow Point FL                    02/14,Education,
2022-02-14,2022-02-14,Cash,RIVER CHECKING,4821,Northline Bank,Summit House Supply,64.17,SUMMIT HOUSE SUPPLY Elm Village MA                    02/14,Shopping,
2022-02-14,2022-02-14,Credit Card,SKY BLUE CARD,1148,Crescent Financial,Velvet Bloom Cafe,164.37,VELVET BLOOM CAFE York Heights FL        02/14,Dining & Drinks,
2022-02-15,2022-02-15,Cash,RIVER CHECKING,4821,Northline Bank,Velvet Packet Bytes,1.01,VELVET PACKET BYTES Ridge Landing NJ                    02/15,Entertainment & Rec.,
2022-02-15,2022-02-15,Credit Card,SKY BLUE CARD,1148,Crescent Financial,Meadow Peak Mobility,56.89,MEADOW PEAK MOBILITY Northfield Park CA                    02/15,Auto & Transport,
2022-02-18,2022-02-18,Cash,RIVER CHECKING,4821,Northline Bank,Tundra Grid Foods,37.79,TUNDRA GRID FOODS Kings Village DE                    02/18,Groceries,
2022-02-18,2022-02-18,Cash,RIVER CHECKING,4821,Northline Bank,Quartz Lab Co.,0.75,QUARTZ LAB CO. Summit Ridge MA                    02/18,Education,
2022-02-18,2022-02-18,Cash,RIVER CHECKING,4821,Northline Bank,Quartz Lab Co.,0.76,QUARTZ LAB CO. Valley Junction NY                    02/18,Education,
2022-02-18,2022-02-18,Cash,RIVER CHECKING,4821,Northline Bank,Quartz Lab Co.,1.04,QUARTZ LAB CO. Valley Landing IL                    02/18,Education,
2022-02-18,2022-02-18,Cash,RIVER CHECKING,4821,Northline Bank,Quartz Lab Co.,1.05,QUARTZ LAB CO. Meadow Valley CA                    02/18,Education,
2022-02-18,2022-02-18,Credit Card,SKY BLUE CARD,1148,Crescent Financial,Haze Care Depot,24.92,HAZE CARE DEPOT Lake Village CT                    02/18,Shopping,
2022-02-19,2022-02-19,Credit Card,SKY BLUE CARD,1148,Crescent Financial,Zephyr Peak Routes,102.58,ZEPHYR PEAK ROUTES Cedar Point WA        02/19,Travel & Vacation,
2022-02-20,2022-02-20,Credit Card,SKY BLUE CARD,1148,Crescent Financial,Haze Studio Travel,32.1,HAZE STUDIO TRAVEL Cedar Heights MA        02/20,Travel & Vacation,
2022-02-22,2022-02-22,Cash,RIVER CHECKING,4821,Northline Bank,Card Autopay,8.18,CARD AUTOPAY Timber Terrace TX                    02/22,Shopping,
2022-02-22,2022-02-22,Cash,RIVER CHECKING,4821,Northline Bank,Card Autopay,7.99,CARD AUTOPAY Fairview Landing DE                    02/22,Shopping,
2022-02-22,2022-02-22,Cash,RIVER CHECKING,4821,Northline Bank,Maple Goods Lab,27.42,MAPLE GOODS LAB Westport Landing IL                    02/22,Shopping,
2022-02-22,2022-02-22,Cash,RIVER CHECKING,4821,Northline Bank,Velvet Pantry House,15.53,VELVET PANTRY HOUSE Summit Springs WA        02/22,Dining & Drinks,
2022-02-22,2022-02-22,Cash,RIVER CHECKING,4821,Northline Bank,Opal Forge Co.,21.1,OPAL FORGE CO. Ivy Crossing NJ        02/22,Legal,
2022-02-22,2022-02-22,Cash,RIVER CHECKING,4821,Northline Bank,Grove Care Market,62.33,GROVE CARE MARKET Brighton Landing CA                    02/22,Groceries,
2022-02-22,2022-02-22,Cash,RIVER CHECKING,4821,Northline Bank,Lunar Supply Cafe,5.81,LUNAR SUPPLY CAFE Lake City CA        02/22,Dining & Drinks,
2022-02-22,2022-02-22,Cash,RIVER CHECKING,4821,Northline Bank,SwiftRide,13.23,SWIFTRIDE TRIP HELP.swiftride.com CA                 02/22,Auto & Transport,
2022-02-22,2022-02-22,Cash,RIVER CHECKING,4821,Northline Bank,GoLoop,11.82,GOLOOP TRIP HELP.goloop.com CA                 02/22,Auto & Transport,
2022-02-22,2022-02-22,Cash,RIVER CHECKING,4821,Northline Bank,GoLoop,14.3,GOLOOP TRIP HELP.goloop.com CA                 02/22,Auto & Transport,
2022-02-22,2022-02-22,Cash,RIVER CHECKING,4821,Northline Bank,GoLoop,14.39,GOLOOP TRIP HELP.goloop.com CA                 02/22,Auto & Transport,
2022-02-22,2022-02-22,Cash,RIVER CHECKING,4821,Northline Bank,GoLoop,141.47,GOLOOP TRIP HELP.goloop.com CA                 02/22,Auto & Transport,
2022-02-22,2022-02-22,Cash,RIVER CHECKING,4821,Northline Bank,RideFox,9.13,RIDEFOX Bayview City UT        02/22,Dining & Drinks,
2022-02-22,2022-02-22,Cash,RIVER CHECKING,4821,Northline Bank,CabKey,25.28,CABKEY Elm Park UT        02/22,Dining & Drinks,
2022-02-22,2022-02-22,Cash,RIVER CHECKING,4821,Northline Bank,RideFox,47.53,RIDEFOX Union Springs UT        02/22,Dining & Drinks,
2022-02-22,2022-02-22,Cash,RIVER CHECKING,4821,Northline Bank,PeerPay,53.73,PEERPAY PAYMENT    8902897736615   WEB ID: 5452879271,Uncategorized,
2022-02-23,2022-02-23,Credit Card,SKY BLUE CARD,1148,Crescent Financial,Card Autopay,22.84,CARD AUTOPAY Westport Heights CA        02/23,Dining & Drinks,
2022-02-27,2022-02-27,Credit Card,SKY BLUE CARD,1148,Crescent Financial,Haze Studio Travel,29.55,HAZE STUDIO TRAVEL Dover Park DE        02/27,Travel & Vacation,
2022-02-28,2022-02-28,Cash,RIVER CHECKING,4821,Northline Bank,Card Autopay,1064.62,CARD AUTOPAY AUTOPAY 19391257,Credit Card Payment,
2022-02-28,2022-02-28,Cash,RIVER CHECKING,4821,Northline Bank,Quartz Grid Studio,18.42,QUARTZ GRID STUDIO Quartz Point CA                    02/28,Shopping,
2022-02-28,2022-02-28,Cash,RIVER CHECKING,4821,Northline Bank,Lunar Grill Grocer,3.4,LUNAR GRILL GROCER Ivy Ridge UT                    02/28,Groceries,
2022-02-28,2022-02-28,Cash,RIVER CHECKING,4821,Northline Bank,RideFox,41.04,RIDEFOX TRIP HELP.ridefox.com CA                 02/28,Auto & Transport,
2022-02-28,2022-02-28,Cash,RIVER CHECKING,4821,Northline Bank,RideFox,22.52,RIDEFOX Glen Springs FL        02/28,Dining & Drinks,
2022-02-28,2022-02-28,Credit Card,SKY BLUE CARD,1148,Crescent Financial,Card Autopay,-987.75,CARD AUTOPAY AUTOPAY 86513891,Credit Card Payment,
2022-03-02,2022-03-02,Cash,RIVER CHECKING,4821,Northline Bank,Frost Market Group,0.74,FROST MARKET GROUP Quartz Junction WA                    03/02,Education,
2022-03-02,2022-03-02,Cash,RIVER CHECKING,4821,Northline Bank,Frost Market Group,0.77,FROST MARKET GROUP Zephyr Bay PA                    03/02,Education,
2022-03-02,2022-03-02,Cash,RIVER CHECKING,4821,Northline Bank,Frost Market Group,1.03,FROST MARKET GROUP Westport Crossing TX                    03/02,Education,
2022-03-02,2022-03-02,Cash,RIVER CHECKING,4821,Northline Bank,PeerPay,-128.55,PEERPAY CASHOUT                    PPD ID: 3545449442,Uncategorized,
2022-03-02,2022-03-02,Cash,RIVER CHECKING,4821,Northline Bank,PeerPay,7.87,PEERPAY PAYMENT    2068731256233   WEB ID: 4579366825,Uncategorized,
2022-03-02,2022-03-02,Credit Card,SKY BLUE CARD,1148,Crescent Financial,Amber Pantry Supply,25.07,AMBER PANTRY SUPPLY Meadow Springs CA                    03/02,Shopping,
2022-03-03,2022-03-03,Cash,RIVER CHECKING,4821,Northline Bank,Azure Harbor Pantry,70.89,AZURE HARBOR PANTRY Union Junction IL                    03/03,Groceries,
2022-03-04,2022-03-04,Cash,RIVER CHECKING,4821,Northline Bank,Juniper Trail Grocer,10.24,JUNIPER TRAIL GROCER Kings Junction PA                    03/04,Groceries,
2022-03-04,2022-03-04,Cash,RIVER CHECKING,4821,Northline Bank,PeerPay,8.11,PEERPAY PAYMENT    2023738144431   WEB ID: 2535927983,Uncategorized,
2022-03-04,2022-03-04,Cash,RIVER CHECKING,4821,Northline Bank,PeerPay,20.23,PEERPAY PAYMENT    1840640763668   WEB ID: 4122140948,Uncategorized,
2022-03-07,2022-03-07,Cash,RIVER CHECKING,4821,Northline Bank,Ocean Lounge Bistro,23.07,OCEAN LOUNGE BISTRO Zephyr Crossing DE        03/07,Dining & Drinks,
2022-03-07,2022-03-07,Cash,RIVER CHECKING,4821,Northline Bank,RideFox,14.17,RIDEFOX TRIP HELP.ridefox.com CA                 03/07,Auto & Transport,
2022-03-07,2022-03-07,Cash,RIVER CHECKING,4821,Northline Bank,GoLoop,5.22,GOLOOP TRIP HELP.goloop.com CA                 03/07,Auto & Transport,
2022-03-07,2022-03-07,Cash,RIVER CHECKING,4821,Northline Bank,CabKey,26.5,CABKEY Harbor Terrace CA        03/07,Dining & Drinks,
2022-03-07,2022-03-07,Cash,RIVER CHECKING,4821,Northline Bank,CabKey,26.46,CABKEY Lake Village MA        03/07,Dining & Drinks,
2022-03-07,2022-03-07,Cash,RIVER CHECKING,4821,Northline Bank,PeerPay,9.66,PEERPAY PAYMENT    6128394117829   WEB ID: 5498133701,Uncategorized,
2022-03-08,2022-03-08,Cash,RIVER CHECKING,4821,Northline Bank,Ember Club Co.,0.75,EMBER CLUB CO. Valley City CA                    03/08,Education,
2022-03-08,2022-03-08,Cash,RIVER CHECKING,4821,Northline Bank,Ember Club Co.,0.76,EMBER CLUB CO. Quartz Valley MA                    03/08,Education,
2022-03-08,2022-03-08,Cash,RIVER CHECKING,4821,Northline Bank,Ember Club Co.,0.74,EMBER CLUB CO. Dover Junction CT                    03/08,Education,
2022-03-08,2022-03-08,Cash,RIVER CHECKING,4821,Northline Bank,Ember Club Co.,0.96,EMBER CLUB CO. Coral Springs CT                    03/08,Education,
2022-03-08,2022-03-08,Cash,RIVER CHECKING,4821,Northline Bank,Ember Club Co.,0.99,EMBER CLUB CO. Timber Heights FL                    03/08,Education,
2022-03-08,2022-03-08,Cash,RIVER CHECKING,4821,Northline Bank,Ember Club Co.,1.03,EMBER CLUB CO. Juniper Park MA                    03/08,Education,
2022-03-09,2022-03-09,Cash,RIVER CHECKING,4821,Northline Bank,Timber Canvas Air,182.12,TIMBER CANVAS AIR Coral Landing WA        03/09,Travel & Vacation,
2022-03-10,2022-03-10,Cash,RIVER CHECKING,4821,Northline Bank,Prism Commons Cafe,31.5,PRISM COMMONS CAFE Zephyr Harbor UT        03/10,Dining & Drinks,
2022-03-10,2022-03-10,Cash,RIVER CHECKING,4821,Northline Bank,Velvet Kitchen Care,40.29,VELVET KITCHEN CARE Quartz Harbor FL                    03/10,Shopping,
2022-03-11,2022-03-11,Cash,RIVER CHECKING,4821,Northline Bank,PeerPay,1.52,PEERPAY PAYMENT    9320636407439   WEB ID: 6579722383,Uncategorized,
2022-03-13,2022-03-13,Credit Card,SKY BLUE CARD,1148,Crescent Financial,Lunar Kitchen Table,156.03,LUNAR KITCHEN TABLE Coral Junction CA        03/13,Dining & Drinks,
2022-03-14,2022-03-14,Cash,RIVER CHECKING,4821,Northline Bank,Ocean Corner Kitchen,8.81,OCEAN CORNER KITCHEN Northfield Landing PA        03/14,Dining & Drinks,
2022-03-14,2022-03-14,Cash,RIVER CHECKING,4821,Northline Bank,Velvet Kitchen Grill,12.12,VELVET KITCHEN GRILL Union Ridge MA        03/14,Dining & Drinks,
2022-03-14,2022-03-14,Cash,RIVER CHECKING,4821,Northline Bank,GoLoop,12.87,GOLOOP TRIP HELP.goloop.com CA                 03/14,Auto & Transport,
2022-03-16,2022-03-16,Cash,RIVER CHECKING,4821,Northline Bank,Keystone Bloom Apps,1,KEYSTONE BLOOM APPS Dover Junction IL                    03/16,Entertainment & Rec.,
2022-03-16,2022-03-16,Cash,RIVER CHECKING,4821,Northline Bank,SwiftRide,-2.2,SWIFTRIDE Valley Ridge NJ        03/16,Dining & Drinks,
2022-03-16,2022-03-16,Cash,RIVER CHECKING,4821,Northline Bank,Ocean Grid Co.,0.26,OCEAN GRID CO. Valley Ridge IL                    03/16,Education,
2022-03-16,2022-03-16,Cash,RIVER CHECKING,4821,Northline Bank,Ocean Grid Co.,0.73,OCEAN GRID CO. Oak Landing CA                    03/16,Education,
2022-03-16,2022-03-16,Cash,RIVER CHECKING,4821,Northline Bank,Ocean Grid Co.,0.76,OCEAN GRID CO. Kings Harbor PA                    03/16,Education,
2022-03-16,2022-03-16,Cash,RIVER CHECKING,4821,Northline Bank,Ocean Grid Co.,0.95,OCEAN GRID CO. Quartz Landing CA                    03/16,Education,
2022-03-16,2022-03-16,Cash,RIVER CHECKING,4821,Northline Bank,Ocean Grid Co.,1,OCEAN GRID CO. Summit Terrace NJ                    03/16,Education,
2022-03-16,2022-03-16,Cash,RIVER CHECKING,4821,Northline Bank,SwiftRide,11.06,SWIFTRIDE Harbor Valley CT        03/16,Dining & Drinks,
2022-03-16,2022-03-16,Cash,RIVER CHECKING,4821,Northline Bank,RideFox,68.83,RIDEFOX Juniper Village TX        03/16,Dining & Drinks,
2022-03-16,2022-03-16,Cash,RIVER CHECKING,4821,Northline Bank,SwiftRide,49.44,SWIFTRIDE TRIP HELP.swiftride.com CA                 03/16,Auto & Transport,
2022-03-17,2022-03-17,Cash,RIVER CHECKING,4821,Northline Bank,Online Transfer from BIZ ...2094 transaction#: 99690152760,15.97,ONLINE TRANSFER FROM BIZ ...2094 TRANSACTION#: 99690152760 Cedar Crossing FL        03/17,Internal Transfers,
2022-03-17,2022-03-17,Cash,RIVER CHECKING,4821,Northline Bank,Online Transfer from SAV ...4312 transaction#: 63166435141,-28647.26,ONLINE TRANSFER FROM SAV ...4312 TRANSACTION#: 63166435141 Pine Terrace MA        03/17,Internal Transfers,
2022-03-17,2022-03-17,Credit Card,SKY BLUE CARD,1148,Crescent Financial,Bramble Express Depot,27.73,BRAMBLE EXPRESS DEPOT Valley Ridge PA                    03/17,Shopping,
2022-03-18,2022-03-18,Cash,RIVER CHECKING,4821,Northline Bank,Cedar Grill Bistro,10.01,CEDAR GRILL BISTRO Summit Terrace DE        03/18,Dining & Drinks,
2022-03-18,2022-03-18,Cash,RIVER CHECKING,4821,Northline Bank,PeerPay,-105.25,PEERPAY CASHOUT                    PPD ID: 9081447038,Uncategorized,
2022-03-18,2022-03-18,Credit Card,SKY BLUE CARD,1148,Crescent Financial,Umber Path Arcade,80.37,UMBER PATH ARCADE Bayview Junction UT                    03/18,Entertainment & Rec.,
2022-03-19,2022-03-19,Credit Card,SKY BLUE CARD,1148,Crescent Financial,North House Bistro,46.76,NORTH HOUSE BISTRO Timber Terrace NY        03/19,Dining & Drinks,
2022-03-20,2022-03-20,Credit Card,SKY BLUE CARD,1148,Crescent Financial,Ridge Lounge Grill,125.45,RIDGE LOUNGE GRILL Brighton Harbor MA        03/20,Dining & Drinks,
2022-03-20,2022-03-20,Credit Card,SKY BLUE CARD,1148,Crescent Financial,Lunar Books Table,29.13,LUNAR BOOKS TABLE Oak Crossing WA        03/20,Dining & Drinks,
2022-03-20,2022-03-20,Credit Card,SKY BLUE CARD,1148,Crescent Financial,Unity Peak Table,83.92,UNITY PEAK TABLE Valley Springs DE        03/20,Dining & Drinks,
2022-03-21,2022-03-21,Cash,RIVER CHECKING,4821,Northline Bank,Echo Works Club,69.34,ECHO WORKS CLUB Elm Heights MA                    03/21,Entertainment & Rec.,
2022-03-21,2022-03-21,Cash,RIVER CHECKING,4821,Northline Bank,Juniper Depot Grill,14.07,JUNIPER DEPOT GRILL Meadow Valley CT        03/21,Dining & Drinks,
2022-03-21,2022-03-21,Cash,RIVER CHECKING,4821,Northline Bank,Dawn Market Cafe,17.45,DAWN MARKET CAFE Lake Heights MA        03/21,Dining & Drinks,
2022-03-21,2022-03-21,Cash,RIVER CHECKING,4821,Northline Bank,Ember Lounge Pay,2.56,EMBER LOUNGE PAY 03/21,Fees,
2022-03-21,2022-03-21,Cash,RIVER CHECKING,4821,Northline Bank,Online Transfer from SAV ...4695 transaction#: 66414751634,96.48,ONLINE TRANSFER FROM SAV ...4695 TRANSACTION#: 66414751634 03/21,Cash & Checks,
2022-03-21,2022-03-21,Cash,RIVER CHECKING,4821,Northline Bank,Dawn Trail Table,39.72,DAWN TRAIL TABLE Zephyr Junction DE        03/21,Dining & Drinks,
2022-03-21,2022-03-21,Cash,RIVER CHECKING,4821,Northline Bank,Cedar Harbor Cafe,17.89,CEDAR HARBOR CAFE York Landing TX        03/21,Dining & Drinks,
2022-03-21,2022-03-21,Cash,RIVER CHECKING,4821,Northline Bank,Coral Byte House,54.43,CORAL BYTE HOUSE Coral Springs PA        03/21,Dining & Drinks,
2022-03-21,2022-03-21,Cash,RIVER CHECKING,4821,Northline Bank,Azure Cafe Kitchen,17.69,AZURE CAFE KITCHEN Zephyr Heights DE        03/21,Dining & Drinks,
2022-03-21,2022-03-21,Cash,RIVER CHECKING,4821,Northline Bank,GoLoop,22.43,GOLOOP TRIP HELP.goloop.com CA                 03/21,Auto & Transport,
2022-03-21,2022-03-21,Cash,RIVER CHECKING,4821,Northline Bank,PeerPay,-173.77,PEERPAY CASHOUT                    PPD ID: 5996772921,Uncategorized,
2022-03-21,2022-03-21,Cash,RIVER CHECKING,4821,Northline Bank,PeerPay,21.37,PEERPAY PAYMENT    6725958176754   WEB ID: 6061738482,Uncategorized,
2022-03-21,2022-03-21,Cash,RIVER CHECKING,4821,Northline Bank,PeerPay,95.28,PEERPAY PAYMENT    2144662021452   WEB ID: 3200720716,Uncategorized,
2022-03-21,2022-03-21,Cash,RIVER CHECKING,4821,Northline Bank,BankSend payment from Jamie Lang 63699521945,-7.77,BankSend payment from Rowan Iverson 48437866174,Internal Transfers,
2022-03-22,2022-03-22,Cash,RIVER CHECKING,4821,Northline Bank,Summit Ledger Market,100.47,SUMMIT LEDGER MARKET Fairview Terrace MA                    03/22,Groceries,
2022-03-22,2022-03-22,Cash,RIVER CHECKING,4821,Northline Bank,CabKey,41.99,CABKEY Fairview Harbor CA        03/22,Dining & Drinks,
2022-03-22,2022-03-22,Cash,RIVER CHECKING,4821,Northline Bank,PeerPay,260.89,PEERPAY PAYMENT    3902030109020   WEB ID: 3927184220,Uncategorized,
2022-03-23,2022-03-23,Cash,RIVER CHECKING,4821,Northline Bank,Cedar Mart Table,6.06,CEDAR MART TABLE Cedar Crossing CA        03/23,Dining & Drinks,
2022-03-23,2022-03-23,Cash,RIVER CHECKING,4821,Northline Bank,Juniper Table Depot,11.66,JUNIPER TABLE DEPOT Quartz Harbor FL                    03/23,Shopping,
2022-03-23,2022-03-23,Cash,RIVER CHECKING,4821,Northline Bank,CabKey,112.2,CABKEY Coral Village CT        03/23,Dining & Drinks,
2022-03-23,2022-03-23,Credit Card,SKY BLUE CARD,1148,Crescent Financial,Amber Pantry Supply,25.6,AMBER PANTRY SUPPLY Bayview Point MA                    03/23,Shopping,
2022-03-24,2022-03-24,Cash,RIVER CHECKING,4821,Northline Bank,Opal Forge Lab,22.61,OPAL FORGE LAB York Valley IL                    03/24,Shopping,
2022-03-24,2022-03-24,Cash,RIVER CHECKING,4821,Northline Bank,Ridge Studio Goods,8.23,RIDGE STUDIO GOODS Ivy Point IL                    03/24,Shopping,
2022-03-24,2022-03-24,Cash,RIVER CHECKING,4821,Northline Bank,Maple Care Co.,17980.93,MAPLE CARE CO. Westport Terrace WA                    03/24,Education,
2022-03-24,2022-03-24,Cash,RIVER CHECKING,4821,Northline Bank,Ember Byte Group,0.76,EMBER BYTE GROUP Brighton Village WA                    03/24,Education,
2022-03-24,2022-03-24,Cash,RIVER CHECKING,4821,Northline Bank,Ember Byte Group,0.73,EMBER BYTE GROUP Brighton Harbor DE                    03/24,Education,
2022-03-24,2022-03-24,Cash,RIVER CHECKING,4821,Northline Bank,Ember Byte Group,0.98,EMBER BYTE GROUP Juniper City UT                    03/24,Education,
2022-03-24,2022-03-24,Cash,RIVER CHECKING,4821,Northline Bank,CabKey,14.68,CABKEY Zephyr Crossing MA                    03/24,Auto & Transport,
